"human_adipose" "human_adrenal" "human_brain" "human_heart" "human_kidney" "human_liver" "human_lung" "human_ovary" "human_pancreas" "human_sigmoid_colon" "human_small_bowel" "human_spleen" "human_testis" "mouse_adipose" "mouse_adrenal" "mouse_brain" "mouse_heart" "mouse_kidney" "mouse_liver" "mouse_lung" "mouse_ovary" "mouse_pancreas" "mouse_sigmoid_colon" "mouse_small_bowel" "mouse_spleen" "mouse_testis"
"ASF1A" 238.851 2680.07 1124 831.986 350 329.00032 1126 766.90277 175.00011 811 809.00036 415 413.72103 567.47276 648.46319 466.34364 286.49456 808.04131 302.68818 983.75068 1657.6861 42.79405 682.1768 572.4451 879.3095 1765.15413
"ASF1B" 36.00005 80 223.99985 7 3 7 43 64 9 13 6 22 383.00015 31 20 3 9 8 3 39 104 0 66 107.99977 476.99952 982.00049
"ASGR1" 10.946347 10.04865 2 5.14458 4 2204.7041 54.06768 22.73738 3.08524 3.21784 4.612137 8 30.072 1 0 7 0 1 2039.0001 41 3 0 1 0 0 2
"ASGR2" 13.000002668 10.000003107 0 1 0 4288.03 11.999977812 8.0000031879 1 0 0 27.999997158 5.000003532 4 1.999997 0 1 0 1266.00146 0 10 3 0 1 18.00002 2
"ASH1L" 2253.59247 9432.45634 2422.99559 2585.68125 388.00048 1224.00629 777.99963 8152.7693 524.00406 2945.00995 4321.24968 935.14661 2498.15835 3475.44176 4478.11588 3743.8025 1386.10618 3798.18584 1245.04802 1189 6335.46988 643.82164 5056.71526 2321.81312 9782.6209 5152.3645
"ASH2L" 1036.77714 3331.26994 1273.00036 1310.98841 372.99989 591.08506 1023.28767 3062.29298 312.91651 1139.20457 1628.55749 497.28714 2425.17364 1103.20166 1853.76207 660.46891 301.17358 774.3907 469.02446 557.09612 1673.18589 141.338503 1064.96948 1360.4554 1856.58422 8848.40953
"ASIC1" 24.00000743774 66 54.0000121593 24.000002843 5.99999505023 3 0.999999681693 232.99965 5.99999709426 117.99997416153 1 2 35.0000302281 23.0745 39.0114 94.1915 9.0099 14.006 7.25912 3.00098 8.01142 24.19079 12.3492 8.35086 145.727053 23.7968
"ASIC2" 0 18.00003 41 0 5 0 0 12 0 5 1 0 34 27 12 390 2 4 3 4 154 31 15 8 10 5
"ASL" 121.23548 457.82815 6.78635 50.82997 6.44777 599.47026 7.35272 92.55957 44.15199 27.96264 26.86969 5.23158 14.73435 249.9998871 108 21.024493 1 198.00876 1127.16897 26.00001 40.02915 69.99997 38.05564 18.99995 285.02766 71.02602
"ASNA1" 348.99988376 2130.998395358 12 328.0002 35 84 71 960.00009 70.99996 56 46 9 305.00001 105 41 25 14 67 40.00007 23.99998 19.99995 224.00029 33.00002 16 522.0003 180.00001
"ASNS" 221.41945 728.17553 5387.0002 292.0786305448 154.99502 74.826636578007 301.99402 875.99764 1769.9592 1044.42314898211 336.191770029524 945.998298126 1031.20847 948.99952774 484.00000258 1482.0011415 21.999997002 200.99975473 7.0000107566 335.99992193 348.99957035 856.000369 395.00043323 346.99987554 188.9996202 5614.995865
"ASPA" 371.2133 371.76112 510.79458 139.575389 659.48631 389.62611 109.02495 555.85799277 86.48826 455.856 2673.1708 234.69376 425.85826 481.34647 313.99847 1334.61832 74.00001 4873.0018 763.01816 441.19762 115.56029 22.5801347411 546.41315 6483.07966 122.57725 599.35055
"ASPG" 9.003762 4.00073 0 12.00817 2 297.12221 0 28.037074 0 6.00126 2.00021 1 2.001554 62.99997 1 2 0 9 260.9997 5 0 1 8 1 0 2.9999984
"ASPH" 11359.98985106 21625.11209 1945.321539 5077.216334 1790.1497272 3998.07619 5661.29224 6509.42101 1198.000175 4355.08002968701 5199.92736 1064.07445839 1212.710443 5155.03512 4365.77881 3246.46553351826 3754.69066 4520.014267 1767.00123 3501.75957 7496.02998 285.04112 5663.3068 2110.40767 1230.16889 902.214633
"ASPHD1" 1 107.21526 36.53908 2.26114 1.12207 5 0 26.11861 5.266101 5.31764 44.9741 5.25189 18.3588 8.78733 3.67717 18.1573 0 1.44702 1.93982 0 0 2.13807 4.45096 8.3033 23.2802 20.2764
"ASPHD2" 21 88 135 23.7366 37 7 31 58.5678 16 39 22 35 97 3.000005 7 143.00001 1 0 0 0 1 1 3 1 1 0
"ASPM" 31 145.0003 606.99983 7 5 38 64 118 4 58 116 157 210.9998282 40.00004 134.99977 18 4 23.0000128 5.0000023 28 2050.9999 4 362.99968 342 636.99959 1987.82198
"ASPN" 252.114 280.6041 7.489436 855.059 65.0867 452.996 518 1961.1346 137.9515 1527.31599 10.26963 55.0000000148518 209.7736 1854.996 573.0002 142 836.9996 379.0004 10 2389.003 7413.003 145.0003 7998.996 1080.002 129 322
"ASPSCR1" 76.01555 255.097209 2.000003 57.70508 2.27988 35.062086 5 49.025942 20.00478 12.0341 15.642273 0 25.999994733041 97.04262 24.0078 13.291748227941 7 24.0082 100.7038 7.000914 13.004577 92.65947 31.557893 48.043006 513.78827 184.19383
"ASRGL1" 194.76869 239.57975 442.07907 112.3132 380.08336 95.32854 380.32301 142.85038 158.44994 195.52723 85.04566 36.21135 3200.883 801.534 413.429 2967.55 384.742 408.678 618.106 199.802 636.96 89.7772 287.931 108.745 1591.7106 17881.41757
"ASS1" 2195.99917 11898.9982 29.000002 560.99951 1213.00222514127 11249.9939 202.99975392358 2323.99736 144.9999428134 324.999740243241 373 22 418.00018 113.00027 27 34 3 1754.74572 13166.54168 6.000004 41 108 64.68222 11 751.00047 224.00028
"ASTE1" 110.2744 500.58206 139.0844 187.84348 51.35522 277.94866 225.05335 569.15918 78.71235 289.0789 1251.63351 168.50889 465.23368 213.88251 193.7386 134.4015258 66.8536 294.9555 96.49629 139.83139 237.62 35.1154 402.58809 370.48905 553.33927 3431.2424
"ASTN1" 5 2216.99857 573.99984 48 8 8 2.0000021014 636.99992 5 98.00005 0 102 108.00002 6.015151831 549.24401191007 4465.69476 25.48864289 27.0312 6.0490317666 10.0035562192 147.49307928 4.24152552 184.030300085398 66.409377214 35.03872 30.041354058
"ASTN2" 101.90615 729.2595 154.4928 116.06293 56.39393 374.83904 21.54131 619.8715 60.95017 155.6303 864.62699 125.834 832.80569 43.6375 26.6688 173.956 5.28949 38.3451 19.0642 84.4272 21.645 20.6982 11.9365 10.6249 401.272 40.2476
"ASXL1" 2030.9832 2787.00983 515.74823 1248.87525 235.03237622955 1346.9143400024 449.00008 5277.91329 909.55107 1547.00173 1120.793914 661.01445 2960.99028 1233.001476319 736.000210184545 588.99966293074 243.9999 687.0007 470.9997328 577.00034 2038.00111834561 203.0003 1434.0005176 565.999590125268 4152.00109 5224.99954
"ASXL2" 990 5433 669 1159 363.9997 704 796 2474.9976 235.9999 1139 2116.002 779.00039 3119.0006 1819.32184 2210.23753 1031.3106 633.66201 1740.6577 1139.15517 914.48205 2901.22105 325.8874331144 3363.3221 2089.7324 5756.6573 5248.821
"ASXL3" 33.00002 28.00003 714.001 142.0004 59 116.9999 8.000003 593.0003 43.99998 128.00037 116.999962 10 788.99961 29 17 281.31943 30 81.67662 4.13109 11 71.11644 1.0000000107571 83 9 72.59211 168.28089
"ASZ1" 3.0311642456 4.0431362563 0 2.3893296789 1.0045807918 7.4277855568 4 16.4481178278 3.0966834651 1.036870886745 8.5295245011 0 442.87588 26.99995 2 0 0 0 2 19 121 3 5.0000000147182 3 0 2596.99801
"ATAD1" 477 2268.0049 912.5 2337.00058 385.5 483 802 1311.497 220.5 1255.997 1340 389 1358.492 3153.7192 5397.74432 5107.0519 2846.9951 6008.79116 3298.2593 4736.00496 7275.00399 253.50631 7506.70767 6013.7939 4240.0022 11261.34699
"ATAD2B" 297.24642 1054.56526 216.03751 321.316722 134 362.33723 318.00009 748.34107 196.05571 532.29928 2693.04126 481.00036 794.45075 1375.84298 1581.27034 749.85281 412.44328 1293.57402 736.5108 933.03521 2948.96101 163.63435 2260.66498 2000.52121 3954.36848 2181.8755
"ATAD3A" 61.44148 502.32145 0 21.84227 1 7.163603 0 45.9354 9.62168 0 0 0 9.74962 77.99998 51 37.000031 16 45.99994 115.99996 5.999999 25.99996 131.99984 44 22 749.9998 42.00001
"ATAD5" 87.35559 165.6855 107 94.45373 24.7331 92.40845 89.51144 215.2668 55.6558 152.2935 320.7523 189.8861 88.9638 245.999733189 283.00033 199.00015 41 124.00002316 82 123.0003656 891.00022 33.99996 540.9999 464.99991 937.00042 1216.00004
"ATAT1" 36.741162723 68.1881295681 2.993404 33.732022647 8.8878050953161 16.1700715 6.8571467425 27.35311503888 11.718165 41.8931150632 68.5141200318958 5.917164 67.955113022 443.99991 79.10129 276.00026 18.0000001 86.0000200188777 207.00013 33.00003 76.000032228 116.99993 243.9996 197.11222 535.00033 906.3592
"ATCAY" 9.25428 768.7515 350.2096 99.36296 0 6.09053 4.16233 31.1809 11.4721 34.972 15.62649 4.00663 15.0010306 2.0000002131 8.9999967445 577.9999307 10.000002525 0 0 1.00000012411 0 1.000000442 6.0000017442 1.99999517872 73.9999562 40.00000714
"ATE1" 706.775887 2660.66695004741 1007.7472244 1766.17087 524.0637 823.397700215 897.91945 1407.57615711288 202.95047 1448.5708 3177.99773 532.0116 1413.3974731814 1731.98909 2198.5813 2215.485 945.29368 2376.8205 988.29112 1659.30977 2505.998562301 149.71200279475 1851.35645 1488.1316 2650.43624 3493.64545
"ATF1" 380.00041 1999.9549 242.00028 504.9998 245.00047 287.00024 957.00045 902.41016 169.0003 658.99982 1503.998 377.00012 304.0002 941.44152 1585.90765 279.234 822.64475 970.795 916.723 1876.35609 2683.72787 200.06263 1696.16395 1281.30002 1880.74072 3362.37806
"ATF2" 846.99972 4507.00428 1381.99971494 1039.99978206786 630.99987 1006.9999317286 1699.9997113665 1892.99852585746 523.99963 2002.000342274 2006.99982 1026.99976 1706.99993 2113.08642121289 3003.50013 3986.89667 809.20933885259 3303.80624 1277.8290128082 2480.86687006208 6445.49321 292.3953923 3079.63974 2162.30044 2824.99537 6888.9266
"ATF3" 261.9998 496.9996273 115.99978219083 312.000059 126.00017 215.00011 255.00026 817.000249 248.9995610788 388.00001 427.99963 69.999979 145.99988 71 12 6 40 17.999961 70.00001 130 22.00005 72.99997 211.9997 96 112.00041 2
"ATF4" 5609.99659 20310.9226 867.99984 3544.93668 999.9078 3829.987 3945.936 10347.94739 5759.992 6565.923 1688.849 1273.9986 2070.7707 1976.004 1107.0049 943.99957 249 690 1241.003 1998.9966 652.00016 1127.997 1116.0028 1074.0003 4249.001 899.9997
"ATF5" 411.9678 6095.96047 1279.00263 176.19926 104.51539 19363.4005 230.101 796.79671 1428.00124 108.1724 390.2603 99 334.708 230.9996 89 34 24 49 946 334.0003 100 273.0001 71.99999 20 258 111
"ATF6" 995.933 5561.6943 1626.95 1434.11 719.094 1352.43 1784.21 3657.72435 594.085 1578.03 3170.23 783.935 2079.29 2864 2619 1704 1763 2323.00319 1887.00196 1499 2923 324 2909 1841 3791.99685 1568.15
"ATF6B" 228.55834 650.29811 78.24945136508 9.122378837 58.2935 20.770994 0.579208 575.78429 17.92719 288.260634 15.08578 1.304971 152.100645174277 176 47 54 12 49 54 72 57 101.999881 73 35 675 82
"ATF7IP" 1508.22861 6788.244 3327.00032 2737.60750012603 561.1541631 1325.36357 1250.20238 4919.14359 471.15067 2795.34998 2508.665718 2128.806946 4252.17191 2065.08104 2076.92097 1547.84377 1136.00103 1423.40721 775.22475 2172.06652 6049.80358 355.19274 3040.233 2248.3367 9180.95674 3902.75718
"ATF7IP2" 197.263197 1712.31238 21.000019 979.01539 120.001317 1144.38182008753 272.4382245213 339.96398 507.963110395798 486.77599 654.161250313264 402.36517 1385.16013 52.00005 21 0 2 29.00005 2 0 355.99952 0 24.99999 47.00002 12 5383.9945
"ATG10" 64.92271 274.05794 94.90156 187.72156 95.151 110.32699 183.24847 228.53697 87.55734 165.89519 224.15259 85.08478 313.56732 367.8007 389.066 334.21776 255.286900170092 695.469 154.6761 375.97185 356.981 32.4716 280.194 167.7974 267.9872 166.0058
"ATG101" 155.99984 937.00041 4 106 15 73.00004 20 361 64.00002 31 30 11 104.99998 8 1 0 0 3 17 1 1.999997 36 7 2 103.00001 5
"ATG12" 944.96985 3267.61133 642.03963 963.84439 331.97275 1130.2809 1658.7047 1816.49516 642.822297 2164.60690085358 3290.58132 1235.25616 972.67035369577 1677.2289 1390.08376 2324.1346 434.053 2094.1126 982.199 1448.9417 2263.9 127.059 2113.49 1839.8404 1846.7093 3368.1487
"ATG13" 1089.90672 4314.2682209468 593.03443 1317.2253923 157.185570019126 804.66968 466.06754 5053.89579 492.90597 723.31917 1033.22162 200.4207139 3453.04275 700.651260428845 858.99979 573.271040021462 232.0002 426.123840429736 507.00549 211.27621 573.129450972361 233.01715 563.4718041 340.06718 1213.6116 1324.133368931
"ATG14" 624.301 1032.701 578.9511 1341.025 232.753000472235 473.602 677.641 2219.023 385.066 1682.385 1530.3 762.397 1005.945 295.9999 340.9996 238 102 294 280.0005 323.0003 585.9998 28 475.0004 298 499.9996 369.9996
"ATG16L1" 162.999913664 637.99994 48.999983 322.0001547647 47.5 199.999907 132.9999 554.499607 109.499957 340.9995161 494.4991703 112.000024 347.0002939 522.53096 292.35392122677 485.09077 143.55333144 313.32687 449.7545 180.4593185403 321.4130411939 135.351963326 443.4073 343.70930739025 1880.470983 510.920616432
"ATG16L2" 486.4719451 358.3191391 16.7538 343.3285170697 13.56845 181.42973 70.10434 747.68702 161.206669 351.00834 311.02537 594.9485 91.793148 67.775 62.6613761 139.47897 27.24361 52.800784 76.9505 59.07975 83.20051 77.47712 125.1104 47.39401 1458.503416 61.4182
"ATG2A" 111.1997 579.0111 1 72.97793 2.999999 36.94701 9 235.05867 28.02202 17.05025 8 11 71.69235 10.49999 4 2.29139 2.549263 3.0000024 22.32072 1.5 0.5 88 5 2 232.50009 20.86095
"ATG2B" 968.25524 5106.00272 1028.0003 1227.13989 343 2062.51667 649.00019 2420.44115 1018.99609 1662.00396 3606.19417 1071.25381 3600.70593 890.35795 548.48493 628.78144 163.3404 525.2525 402.53553 265.9103 724.5093 177.30398 1015.4084 553.67857 2560.6907 3136.3096
"ATG3" 962.45726 4891.00112 1042.99979 1686.15537 907.00287 1051.0309 2888.99793 1795.05913 489.03586 1379.02441 3014.17807 1219.99678 3351.0594 2010.903 2052.997 1455.001 499.0001 2366.002 4217.0025 3656.9976 2015.003 333.99967 2085.88 2705.004 2639.002 2837.718
"ATG4B" 295.99959 1046.000335 86.99993 262.99988 40.00004 168.000026 61.00001 531.99998 134.99989 244.99995 852.00052 71.00003 315.00002 471.19431 436.00687 408.22806 83.03994 303.05744 247.11109 262.02645 433.00102 131.27155 414.4732 279.1462 1642.54012 680.39488
"ATG4C" 215.99961 754.99939 565 343.99979 298.9998 375.00007 774.99944 648.00006 156.9999 568 645 576.00036 234.99997 1116.41281 939.10632 1384.55002 119.2318 897.57438 654.61199 622.539 921.43517 56.5488 904.836 1284.634 658.70785 2042.32762
"ATG4D" 35.22857 203.45186 11.0379 71.72159 7.45455 11.6729 5.24317 43.9226 28.66095 13.04562 47.01365 1 105.857522 93.33721 38.87951 49.391500369687 12.28146 28.21111 45.1172 14.9099 33.1853 76.4252 127.8275 46.99998 803.97946 115.07396
"ATG5" 424.0003196 3278.00442001103 527.00047 930.999700013068 626.0004 777.99961 1842.99921001796 1074.0001028 332.00032964399 1543.00097 3784.99662 643.00032 546.99973 831 1667 794.99971 301 1572.99638 1936 1435 1795 70 1618 2102.9976 1404 499
"ATG7" 220.74329 1114.31609 118.28706 291.38691 78.454449 175.09674 448.20768 1353.10058 122.89521 296.93002 310.50927 94.36639 689.93858 337.501 225.175 120.596 58.7632 223.117 296.06269 436.799 348.29555 55.5389 300.97 215.159 564.512998 493.25842
"ATG9B" 21.060150669 37.21750387 0 6.999996408 3.9999998051 3.9999981971 2.999996162 17.000001577 4 11.999995015 3.0000026924 24.000000594 137.000020192773 7 0 15.87783 0 0 1 2 0 20.36139 3.76374 0 21.37022 13.1937
"ATIC" 752.01398 3638.47322 851.0004 1248.09388 415.75819 906.00761 930.99979 3331.21066 402.09109 1011.1614 1099.22889 546.0209 917.002527432 597.59143 837.7048 330.67755 196 415.9994 381.86448 602.8598 1530.27459 144.97603 981.9778 588.5063 2184.213305 524.9759
"ATL1" 67.9640684315 714.06625 1720.03946 58.57671 96.78832 10.947491 305.30689 676.88291 58.4894 690.50688 509.67139 30.03787 507.98982 196.8617 232.92901 3500.3847 124.21781 99.82289 70.49068 215.6107 413.25456 32.885730269944 317.2039017787 135.75709 263.07825 3873.216
"ATL2" 580.9292 3389.13158527 680.0001 1286.88798 673.99981 2002.24922 1675.99647 3095.30494514768 524.76319 5340.76989 8483.87548 1387.90026 1174.35274 2074.07873 6260.2292979658 2592.89231 1369.51796 2896.96442 4310.6331213648 2465.29878 3326.36018 198.4051 5269.248011382 12428.77668 2372.8945 5450.33972
"ATL3" 1801.49096 6131.0554 1135.99 798.99 789.604 1174.35 3305.32 3973.0659 713.159 3948.62 2821.2776 1113.29 2057.38677 6430.68752 13717.48861 1663.23076 777.94399 5108.74277 6457.06477 5094.41353 16417.17716 357.7689 7429.7006 3294.20218 7080.22824 27110.9428
"ATM" 1140.41079 5101.62533187866 801.999920583058 1650.82837 521.41816738924 1696.04900296 1594.808407 4207.32618 1261.76131494493 2794.08941 1767.72996056272 4653.75741 1483.12541009644 537.993671 1146.5055 684.23606 229.07972 1198.4093 256.14102 242.03956 1926.98382 110.204 1618.63283 463.67959 4461.57093 2046.6932
"ATMIN" 1419.32417 5176.3116 1378.00078 1563.59271 548 1007.94595 1409.0012 2938.80066 495.272 1499.00007 3671.21001 822.00086 3945.79774 467 420 708 145 367 126 263 553 53 454 235 1289 1755
"ATOH8" 437.000115 51.00007 7 169.00005 8.999996 54.99995 53 475.00032 21.99999 48.00001 0 20 36 14 2 1 1 0 43 0 7 46 1 4 43.99995 312.00039
"ATOX1" 200.05203 1206.01762 36.99992 234.03965 158.0003 406.07687 249.9997 666.45917 73.999967 168.02115 433.1478 115.6912 235.24717 34 9 0 3 5 39 1 0 45 1 2.000002 496.99969 10
"ATP10A" 269.99967 975.00029 27.00000051841 48.00003271302 43.00000373673 6.0000020493325 134.00000947833 378.0001 6.000000787106 182.999770436917 7.9999990519862 13.000000344181 193.00003 454 1300 88 18 28 8 173 554 75 142 40 386 2217.99834
"ATP10B" 7.44716 28.1181 137.12935 27.6192 8.92134 306.239 26.7214 75.7171 25.06958 502.0865 2985.22305 25.6421 127.297440073929 5456.7595 26.27118 76.48445 20.49004 234.16051 20.67602 26.69903 190.9247 7.05283 8538.7421 3354.96323 140.58076 151.67303
"ATP10D" 446.9998 2283.53988 161 610.54607 467.51382 494.99972 516.9999 2832.6118 208.18847 948.99983 933.27516 755.31574 402.39739 316.01415 103.00008 80.07899 106.16891 180.11285 72.01679 462.9997 356.00741 74.00003 164.09371 96.07392 3234.0731 562.0194
"ATP11A" 703.08463626 4675.19023 2245.95106317 2299.41626 198.999915568 563.20722 1210.9996936 2680.389692204 314.9997463 463.9999457052 2271.854896496 338.000060129 1502.61038864 4631.14295 2461.03212 560.01969735281 1048.9970136856 6412.0274158407 120.0591500379 5888.00109319361 1774.0007425609 378.00029797235 1287.12320015816 207.021180559417 1851.41523 1635.61448379373
"ATP11B" 1358.00223 2585.9968 811.00023 1499.00209 527.00021 988.99977 1777.0038 2538.00126 387.99968 1860.9972 9398.99809 1407.00067 2698.00341 3127.80194 3514.20989021423 4054.33561 1141.413556834 4326.35697 2085.04243 2573.00091 5492.25901 296.74308 16933.3821 11132.25127 7552.1914 9624.46502
"ATP11C" 681.0004879 1736.00201 349.9997 257.000150061719 370.000430082273 2134.99959 514.99986 1598.0004 192.0003764344 1040.00087 1461.00021 807.99974 1080.00067 687.99957 1261.9995 523.99991 344.99987 1356.9999 7244.0042 1182.4998702518 2052.0041 52.00001 1795.9989 1060.4999 1689.0002 1237.49979
"ATP13A1" 325.00054 1312.14118 5.999997 84.99997 5 52.0000319 6.999998 437.000663 62.000028 47.999886 35.00003 8 148.00003 103 45 14 6 58 79 12 53 490 60 37 1143 73
"ATP13A2" 130.169043 441.64337 5.66745466 18.21801 1 9.20106 1.999996 203.26904 56.606368 10.00281 18.00865 4.51293 41.63882 106.8184 31.785539 53.45826 13.77492 27.5172 27.6352 36.79292 56.46072 252.51403 82.8393 35.135496 779.85389 98.71451
"ATP13A3" 1491.99973 6320.99488 1242.00000426 2535.9997010081 1190.000114 4396.9963993024 1991.00362 2346.99939 603.99995 1622.9995 5920.00257 1595.99966 1614.000082 3625.00748 6465.99896 3134.99816 1860.004 9883.99903 8715.99404 10867.9982 8128.00419 483.000360100217 17012.95559 7218.00276 6710.03099 4009.00099
"ATP13A4" 13.42077 45.6283511 118.7023 7.519137 9.035076 56.6114 1971.0303 30.24498485401 342.219825 229.2525 23.390257 24.4833 41.64813139886 761.40863 0.551732 286.02247 0 91.89141 0 88.12554 0 1 36.263631 4.74252 1 274.14737
"ATP13A5" 2 6.999998 6.999999 12 0 3 7 6 9 9.000002 1 0 35.99996517 7 0 265.999600080607 0 1 2.999999527 5.000001578 174.99991 0 1.000000394 0 0 7.0000026
"ATP1A1" 4205.0748 30664.11329 4527.99894 6924.73881 10227.15715 3854.7678670974 4698.01634 27994.88251 5373.99333 4501.8169892 107505.70513 721.08016 10342.49901 3324.9965 3807.99788 2238.00377 1939.0039 22366.0038 1636.99947 1715.00158 2805.99825 785.9995 10337.9646 12224.034 5463.001 1519.00002
"ATP1A2" 5077.83728 131.71923 3636.9952 16817.80919 96 16.0397 110.0005 3078.35901 41.00604 3158.05568 7.000284 26 451.8624 3199.71753 1084.02167 7245.48618 2574.9 69.8441 12.1461 1241.45 379.95004 188.722 274.737 192.606 254.13543 1115.81611
"ATP1A4" 6.06025 1.00042 0 16.01057493074 1 3.0412 4.00133 11.56048 1 5.042 2.12651 6.00918 918.31053 167 65 1 2 1 2 1 0 0 0 2 4 18437.9958
"ATP1B1" 891.0693 7797.1414 5443.86 12310.9464 36191.0034 2772.79163 4560.73 2760.00392 2712.91985 3898.14203 67616.2052 757.063 2762.15048 3255.28 2477.59564 39756.74048 4103.34339 74035.35792 1561.19978 14024.62384 2372.25 430.479 59696.35623 70154.29804 1419.93712 2038.52857
"ATP1B2" 102.208 643.46871 1232.41 249.251 137.143 54.2991 35.941 1855.0008 49.1716 197.858 19.0651 48.1121 164.08205 435.9999 532 3156.99846 75 345.00005 4 94.99999 3626.99513 278.0003 141.99988 68 540.00042 1190.99555
"ATP1B3" 1288.99938 5496.0004 1554.99983 897.99997 1345.00004503 181.00001 4102.99856 2447.9966676 450.9997 2161.00006 10279.00444 930.9996 1725.00023 3948.99552 6066.9996 3196.0007 892.99983 4405.00399 1056 9424.00227 8203.99747 318 2646.99781 1593.99708 8455.0031 22221.9187
"ATP1B4" 0 2.31905 0 125.20285284 1.12265 13.0291 1.00012 5.17463 2.59152 0 0 1.0001 26.4761 0.9999998 1.0000003 1 0 0.9999998 1.0000003 0 2.000001 0 0 0 0.9999996 0.9999997
"ATP23" 62.81712 184.43635 61.59708 106.74483 46.10641 124.86328 121.473989 137.355292 45.102618 135.794458 212.3735 56.2967 538.3701 61.48027 35.99999 64.90323 11 41.12543 581.2713 35.99996 82.02613 23.25249 62.86595 47.0604 178.40893 193.3454
